word,sentences,majority voted complexity label,complex_percentage,str_idx,end_idx
گنجشک‌سانان,سگهای هاسکی در قطب زندگی کرده و رنگ چشمان آنها آبی، قهوه‌ای، سبز و یا زرد است روباه فنک شب‌زی با گوشهای دراز که چشمان آن شبیه دایناسورهای اولیه است در صحرای آفریقا سکونت دارد چکاوک از گونه گنجشک‌سانان با اندازه ۱۲ تا ۲۰ سانتیمتر و وزن ۱۵ تا ۷۵ گرم است,0,0,189,199
زیرحوضه,این سد در حوضه آبریز دریای خزر و در زیرحوضه هراز  قره‌سو بر روی رودخانه لار با سطح حوزه آبریزی به مساحت ۶۷۵ کیلومتر مربع و با متوسط جریان آب سالانه به میزان ۴۸۱ میلیون مترمکعب احداث‌شده است.,0,20,36,42
بانک‌داران,حالا فکر کنید که این نظام قرار است خصوصی هم بشود که در این صورت سطح وسیعی از جامعه به عده‌ای از بانک‌داران خصوصی بدهکار خواهند شد.,0,20,96,105
فریک,کد خبر: ۰۶۸۲۰۳ دوشنبه، ۱۸ اسفندماه ۱۳۹۳ ۱۵:۲۵  ۹  ۲۰۱۵ هشدار مجدد به کاربران ویندوز در مورد آسیب‌پذیری فریک منبع: فارس شرکت مایکروسافت با صدور یک توصیه‌نامه امنیتی نسبت به حملات مبتنی بر آسیب‌پذیری فریک به رایانه‌های مجهز به ویندوز هشدار داده است.,0,0,103,106
کاچی,به هر کاچی بهتر از هیچی!,0,0,6,9
برمیگرداند,اما اگر یک ایرانی غیر قانونی وارد آمریکا شود، ادراه مهاجرت او را برمیگرداند نه اینکه زندانی کند.,0,20,65,74
نیکوبار,از سوی جنوب محدوده خلیج بنگال به کشور جزیره‌ای سری‌لانکا و جزایر اندامان و نیکوبار هندوستان می‌رسد.,0,0,75,81
بزرگ‌جثه,البته این به معنای افزایش جمعیت این‌گونه نیست بلکه پروژه از آن رو موفقیت‌آمیز است که توانسته با کمک سازمان‌های بین‌المللی جمعیت این حیوان را به همان صورت حفظ کند، در صورتی که شمار سایر گربه‌سانان بزرگ‌جثه تقلیل پیدا کرده است.,1,100,196,203
اکسپرسیونیست,اولین مقاله‌ام درباره برادلی تاملن نقاش اکسپرسیونیست انتزاعی بود، که پس از مرگش نمایشگاهی از آثارش در ویتنی برگزار شد.,0,20,40,51
منطقه‌اند,و جالب این است که بحرینی‌ها تنها مردم منطقه‌اند که خواستار مداخله آمریکا برای تغییر وضعیت خود شده‌اند، آنها می‌خواهند آمریکا لزوم رعایت حقوق بشر در کشورشان را به دولت گوشزد کند.,0,40,38,46
چهارنسل,برچسب: کوچکتر شجرهنامه خاندان مصدق از چهارنسل قبل تا چهار نسل بعد و خدیجه کوچکترین فرزند مصدق و دردانه او که پس  در اروپا بودم او ۱۶ سال از من کوچکتر بود  کد خبر: ۲۷۹۴۷۹ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۸ برادر کوچکتر با ضربه چاقو گردن برادر بزرگترش را هدف  بیشتر در رابطه با این قتل نشان داد برادر کوچکتر  کد خبر: ۲۷۹۰۱۲ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۴ باید ببینید یک مربی در باشگاه‌های کوچکتر مانند مس  کد خبر: ۲۷۷۹۳۱ تاریخ انتشار: ۱۳۹۶  ۰۵  ۱۷ کشمکش‌های میان کویت و ایران درباره بحران قطر به ما چه می‌گویند؟,1,60,38,44
پولک‌دار,گوشت تمام حیوانات آبزی حرام است به استثنای دو مورد: ماهی پولک‌دار و میگو.,0,40,57,64
خداناباور,کسانی که از واژه خداحافظ استفاده کرده‌اند نیز می‌دانند فیدل خداناباور بود و تا لحظه آخر به متافیزیک اعتقاد نداشت و دوستی جمهوری اسلامی با او نباید این ذهنیت را ایجاد کند که خداباور شده بود؛ هر چند که مذهب‌ستیز هم نبود و به این خاطر همواره با واتیکان و پاپ‌های مختلف رابطه خوبی داشت.,0,20,60,68
فال‌گیری,خواهر غلامرضا چهره بسیار زیبایی دارد و هر بار که او را می‌بینیم آرایش صورت دارد که این هم احتمالا به این علت است که او در وسط شهر فال‌گیری و تکدی‌گری می‌کند.,0,40,130,137
فاکتوریل,راه‌حل اول: ابتدا می‌توان هر ستون را یک رابطه ریاضی در نظر گرفت که با فاکتوریل یک رابطه جالب را به وجود آورده‌اند.,0,20,70,77
آزول,کد خبر: ۳۱۹۱۷ تاریخ انتشار: ۲۶ آذر ۱۳۹۳  ۱۶:۵۸ شب گذشته و در جریان بازی رئال مادرید برابر کروز آزول مکزیک، جواد خیابانی مانند همیشه گزارش جاودانه‌ای از خود ارائه کرد!,1,100,95,98
گرفتین,لحن کیهانی گرفتین با این قصاص قبل از جنایت دکترعباس حاتمی شماکه خودرانومی نامید چراواردحریم خصوصی شهروندان می‌شوید؟.,0,20,11,16
آلدهید,نسل جدید مسکن بدون خطر اعتیاد ۱۳ شهریور ۱۳۹۳ ساعت ۱۲:۲۵ گزارشگر: رسانه ایران آنزیمی به نام آلدهید دهیدروژناز ۲ باعث شکسته شدن خانواده‌ای از محصولات جانبی الکل به نام آلدهید‌ها می‌شود.,1,60,91,96
خواهیدداد,نه به روشی خودآزارانه، بلکه اطمینان یابید به کار ادامه خواهیدداد تا تمام جنبه‌های همان کار را بهبود دهید.,1,100,55,63
دعاخوان,یک دعاخوان باید به لحاظ روان‌خوانی و روخوانی صحیح بخواند، با معانی دعا و تفاسیر کلمات و جملات دعا آشنا باشد.,1,80,3,9
خورشیدگرفتگی‌های,بر اساس گزارش تلگراف، ساکنان بخش‌هایی از نیمه‌جنوبی کره زمین مانند شیلی وآرژانتین غروب روز گذشته، شاهد یکی از شگفت‌انگیزترین خورشیدگرفتگی‌های سال ۲۰۱۷ بودند.,0,40,125,140
شیراندامی,به گزارش نسیم آنلاین، کانون کارگردانان خانه تئاتر در جشن کارگردان از استاد محمد علی کشاورز و استاد ولی‌الله شیراندامی از بازیگران پیشکسوت سینما، تئاتر و تلویزیون تقدیر می‌کنند.,0,20,108,116
گذرکردن,در نهایت، هدف از این گفت‌وگو کمک به گذرکردن از ترس‌ها و کارآمدتر ساختن فرآیند تصمیم‌گیری اعضای سازمان است.,0,0,36,42
بدهکار,جمعه ۸ آبان ۱۳۸۸  ۲۳:۳۷:۲۷  کد مطلب: ۹۴۰۴۲ چاپ مهلت ۲ ماهه برای بازپرداخت بدهی‌های بانکی اقتصاد  تجاری  مالی  براساس دستورالعمل جدید بانک مرکزی، اگر کسی به نظام بانکی بدهکار باشد و تا ۲ ماه همه بدهی‌اش را پرداخت کند، همه جرایمش بخشیده می‌شود رئیس‌کل بانک مرکزی با اعلام تصویب دستورالعمل جدید وصول مطالبات بانکی در هیات دولت، گفت: اگر بدهکار پس از ۲ ماه بدهی‌اش را نپردازد یا تعیین تکلیف نکند، جرایم او به‌صورت تصاعدی افزایش می‌یابد.,0,40,167,172
نکات,بهمنی بار دیگر به نکات برجسته دستورالعمل جدید وصول مطالبات بانکی اشاره و تصریح کرد: اگر کسی بدهی معوق خود را تعیین تکلیف نکند، دیگر نمی‌تواند حساب جاری باز کند و دسته‌چک هم به او داده نمی‌شود.,1,100,18,21
تفاهم‌نامه,به گزارش روابط عمومی بانک مرکزی جمهوری اسلامی ایران، در راستای مصوبه مورخ ۲۸  ۷  ۱۳۸۸، موضوع اعطای تسهیلات به خودروهای فرسوده به میزان ۸۰ ٪ قیمت خودرو تا سقف ۱۰ میلیون تومان و بدنبال تفاهم‌نامه مورخ ۱۷  ۹  ۱۳۸۸ فی‌مابین بانک مرکزی جمهوری اسلامی ایران، ستاد مدیریت حمل و نقل و سوخت، شرکت ایران‌خودرو و بانکهای ملی ایران، سپه، ملت، تجارت و صادرات ایران، مقرر گردید ۱۶۰ هزار دستگاه خودرو از طریق شرکت ایران‌خودرو باپرداخت تسهیلات توسط بانکهای یاد شده جهت نوسازی ناوگان حمل و نقل اختصاص یابد.,1,100,183,192
نظرات,با توجه به تغییرشرایط درج‌شده در شیوه‌نامه، پس از بررسی‌های لازم و دریافت نظرات برخی بانکها، شیوه‌نامه یاد شده توسط بانک مرکزی امضا و جهت امضا به بانکهای ذیربط ارسال گردید.,1,80,74,78
نخ,به گزارش شمانیوز: شرکت پویا ریس که علاوه بر رنگرزی الیاف و نخ، نخ صد درصد پنبه‌ای رینگ و نخ پنبه پلی‌استر رینگ تولید می‌کند ۱۰ میلیارد تومان تسهیلات ریالی و ۱ میلیون و ۵۰۰ هزار یورو تسهیلات ارزی از این بانک دریافت کرده و برای ۱۴۶ نفر اشتغال مستقیم ایجاد کرده است.,0,20,59,60
الان,این مثال برای این بود که شاخه‌ای از اتهام‌ها روشن‌تر بیان شود؛ حرف من این است که الان موضوع روز کشور جریانی است به اسم جریان انحرافی  موضوع روز کشور این جریان و بحث‌هایی که در این زمینه می‌شود، نیست.,0,20,81,84
متهم,اگر پاسخ بدهم یعنی من عملا خودم را در موضوعی که فرد اتهام‌زننده مشخصا من را خطاب قرارنداده به عنوان متهم پذیرفته‌ام.,1,80,100,103
مقام,بنده در اطرافیان آقای رییس‌جمهور کسانی که دنبال مقام باشند و خلاف کنند، نمی‌بینم.,0,0,48,51
کتمان,می‌گوییم اینکه الان نور آفتاب را می‌بیند و کتمان می‌کند چرا ما خودمان را بکشیم تا برایش ثابت کنیم روز است؛ ولش کن.,0,0,43,47
سمت,اگر ما کاری انجام می‌دهیم و تلاش می‌کنیم کشور به سمت توسعه و رونق برود و اوضاع خوب شود معنایش چیست؟,0,0,49,51
باند,بحث منتقدان این نیست که یک انحراف شخصی وجود دارد بلکه از یک تعداد مسوول دولتی منحرف که سران آنها در یک قدمی رییس‌جمهور هستند، حرف می‌زنند که یک باند بزرگ تشکیل داده‌اند.,0,20,144,147
صحبت,همین خطبه حضرت زهرا را یک بنده خدایی از قم آمد به ما گفت ما هم با علما صحبت کردیم پسندیدند.,0,0,71,74
بنده,همین خطبه حضرت زهرا را یک بنده خدایی از قم آمد به ما گفت ما هم با علما صحبت کردیم پسندیدند.,1,80,26,29
نظر,ولی در دوره‌های مختلف تا آنجایی که دیدم وقتی یک اشکال یا مساله‌ای مطرح می‌شد ایشان نظر رهبری را ملاک قرار می‌داد.,0,40,83,85
هرچیزی,برخی می‌گویند اینها یک ریگی در کفش‌شان است؛ من خودم به خودم مطمئنم حالا هرکسی هرچیزی می‌خواهد، بگوید.,0,0,78,83
شمایید,چون منظور اصولگراها از انحراف و جریان انحرافی شمایید و آنها خواستار برخورد با شما هستند.,1,80,46,51
سیستم,ما مدافع همین سیستم هستیم.,0,20,14,18
برایتان,و ناگهان به قول شما مساعدت‌کنندگان دیروز، تغییر نظر دادند؛ می‌خواهید ما باور کنیم این تغییر را شما درک نمی‌کنید و برایتان مهم نیست.,0,40,114,120
عبور,من معاون اجرایی رییس‌جمهور هستم و آنقدر گرفتاری دارم که وقتی می‌بینم خیلی از برچسب‌ها به من نمی‌چسبد، بی‌توجه از کنار آنها عبور می‌کنم.,0,20,123,126
شیخ,در میان طلبه‌ها ضرب المثلی است که کلمات فارسی و عربی را در هم درآمیخته است و از قافیه‌ای خوش‌آهنگ، نظم طنز آلودی پدید آورده است؛ شیئان عجیبان هما ابرد من یخ شیخ یتصبی و صبی یتشیخ دو چیز عجیب هستند و از یخ خنک ترند .,0,40,157,159
درآمیخته,در میان طلبه‌ها ضرب المثلی است که کلمات فارسی و عربی را در هم درآمیخته است و از قافیه‌ای خوش‌آهنگ، نظم طنز آلودی پدید آورده است؛ شیئان عجیبان هما ابرد من یخ شیخ یتصبی و صبی یتشیخ دو چیز عجیب هستند و از یخ خنک ترند .,0,40,62,69
تبادلات,براساس تعریف بانک جهانی، لجستیک تجاری دامنه‌ای از فعالیت‌های ضروری تجاری همچون حمل‌ونقل، انبارداری، یکپارچه‌سازی بارهای تجاری، امور گمرکی و تبادلات مرزی تا سیستم‌های توزیع بین‌المللی و درون کشوری را شامل می‌شود و به طور کلی لجستیک را می‌توان اسکلت تجارت توصیف کرد.,1,100,140,146
آسیب‌دیده,این بازیکن به همین دلیل دیدار آبی پوشان در جام حذفی را از دست داد تا استقلال با فوجی از بازیکن آسیب‌دیده برای این بازی مواجه باشد.,0,0,95,103
میزبان,استقلالی‌ها در حالی روز جمعه میزبان صبای قم در جام حذفی هستند که غیبت کاوه رضایی و وریا غفوری در این بازی قطعی است و احتمال غیبت رابسون جانواریو و خسرو حیدری نیز در این بازی وجود دارد.,0,20,29,34
واقع,در واقع از زمان امضای برجام در جولای سال ۲۰۱۵ میلادی دلواپسان در ایران به طور خستگی ناپذیری درصدد کاهش امکان موفقیت روحانی در پایان دادن به مناقشه بر سر برنامه هسته‌ای ایران بوده‌اند.,0,0,3,6
یکجانبه,علاوه بر ان ترامپ میتوند برقراری تحریم‌های یکجانبه ودو جانبه حتی چند جانبه را دو باره از سرگیرد.,0,0,43,49
لفظ,دلواپسان هم اعتقادشان این است که روابط فعلی یاید همان طور که هست بماند و از این رو با لفظ اصلاح‌طلبی مخالفند، از جمله اصلاح سیاست خارجی.,1,100,86,88
اصلاح‌طلبی,دلواپسان هم اعتقادشان این است که روابط فعلی یاید همان طور که هست بماند و از این رو با لفظ اصلاح‌طلبی مخالفند، از جمله اصلاح سیاست خارجی.,0,40,90,99
عمده,شنبه ۲۸ مرداد ۱۳۹۶ ایران ۱۳:۱۰ صندوق بین‌المللی پول: ۲۵ درصد احتمال رکود اقتصادی در جهان وجود دارد ۲۱ فروردین ۱۳۸۷ صندوق بین‌المللی پول: ۲۵ درصد احتمال رکود اقتصادی در جهان وجود دارد  به دوستی ایمیل کنید چاپ صندوق بین‌المللی پول هشدار داده است بیست و پنج درصد احتمال وجود دارد که در جهان رکود اقتصادی رخ دهد، و علت عمده آن مشکلات اقتصادی ایالات‌متحده آمریکا است.,0,0,315,318
سینما,بچه‌ها علیه سیاستمداران سینمای جهان ۱۴  ساسان گلفر غیر از شوالیه‌های شورشی، جنگ‌طلب‌های فلسفه باف، بچه‌های زبر و زرنگ، میمون‌های حرف گوش‌کن و قهرمانان فیلم‌هایی که دو روز پیش در این ستون معرفی کردیم، در این هفته زیبای خفته هم به روی پرده سینما رفت البته نه آن شخصیت مشهور افسانه‌های کودکان، بلکه شخصیت فیلم استرالیایی نامزد نخل طلای کن به کارگردانی جولیا لی و همین‌طور یک گروه موسیقی هیپ هاپ که موضوع مستند ضربه‌ها، ضرباهنگ و زندگی بودند.,0,0,24,28
ذیل,به گزارش تجارت آنلاین به نقل از مهر، مهمترین عناوین اقتصادی دنیا در ۲۴ ساعت گذشته به شرح ذیل است: بیزنس لاین: هند روابط نفتی خود را در سطح فعلی با ایران حفظ می‌کند.,1,60,89,91
سید,به گزارش گروه اجتماعی خبرگزاری دانشجو، به نقل از پایگاه اطلاع‌رسانی کمیته امداد؛ مهندس سید پرویز فتاح، رئیس کمیته امداد در حاشیه بازدید از وضعیت امدادرسانی به مددجویان شهرستان دلفان در استان لرستان با انتقاد از برخی اظهارنظر‌ها درباره میزان محرومیت مناطق مختلف گفت: متاسفانه برخی مسئولان در بیان میزان محرومیت از یکدیگر سبقت می‌گیرند که این وضعیت برای نظام اسلامی شایسته نیست.,0,0,87,89
سهم,وی با انتقاد از شیوه پرداخت یارانه‌ها توضیح داد: سیستم پرداخت یارانه از ابتدا ایراداتی داشت؛ چرا که باید به برخی سهم بیشتری پرداخت می‌شد که در حال حاضر در مرحله اول با سه برابر شدن یارانه مددجویان این ایراد بر طرف شده است و قرار است این رویکرد مثبت ادامه داشته باشد.,0,40,113,115
مخابره,لازم به ذکر است که قیمت‌ها در بازار آزاد در طول روز نوسانی بوده و ثابت نیستند و جدول زیر بر اساس آخرین قیمت‌ها تا لحظه مخابره گزارش تکمیل‌شده است.,1,60,119,124
تخلفات,این دوگانگی نه‌تنها بیانگر خلاء‌های قانونی فراوان و امکان دورزدن و تفسیر به‌رأی قوانین فعلی در نظام اداری در جهت منافع شخصی است، بلکه گویای این نکته است که نظام اداری گسترده و در عین‌حال قدیمی کشور، همچنان از ضعف ساختاری و فقدان یک سیستم کنترلی و نظارتی کارآمد و منسجم برای شناسایی متخلفین و رفع نواقص و معایب و در یک‌کلام قابلیت آسیب‌شناسی و برخورد با متخلفین و در واقع، پیشگیری از جرائم و تخلفات بی‌بهره است.,0,0,391,396
مرحومان,ضمن عرض تسلیت از درگاه خداوند رحمان برای آن مرحومان مغفرت و برای جنابعالی و بازماندگان صبر عظیم مسئلت می‌کنیم.,0,20,44,50
تیر,مرز اوقات فراغت و تفریح به درستی تعریف‌نشده است کد مطلب: ۲۵۵۴۸ تاریخ انتشار: یکشنبه ۱ تیر ۱۳۹۳ ساعت ۱۸:۴۸ یک جامعه‌شناس با بیان اینکه نگاه ما به اوقات فراغت تخصصی نیست، تصریح کرد: مرز اوقات فراغت و تفریح برای ما به درستی روشن نشده است، در بخش تفریحات بسیار خوب عمل نکرده‌ایم و اوقات فراغت و تفریح را یکسان فرض می‌کنیم.,0,40,86,88
جریمه,حسینی با بیان این‌که تحریم‌های آمریکا و اتحادیه اروپا نیز وجود دارد که به شرکت‌ها اجازه سرمایه‌گذاری را نمی‌دهد، تاکید کرد: هر چقدر هم که مدل قراردادی زیبا باشد تحریم به شرکت‌ها اجازه سرمایه‌گذاری نمی‌دهد، به عنوان مثال شرکت‌های آمریکایی در صورت سرمایه‌گذاری تنبیه و جریمه خواهند شد، بنابراین اکنون موضوع مدل نیست، هدف ما جذب سرمایه خارجی و تکنولوژی روز دنیا است و این هدف‌ها فقط با حضور شرکت‌های داخلی محقق نخواهد شد.,0,0,267,271
متقابل,در چنین شرایطی که شرکت‌های نفتی با توجه به پیشینه‌ای که نسبت به قراردادهای بیع متقابل دارند که شرایط سخت و سنگین به آنها تحمیل کرد حاضر به ورود به کشور و فعالیت نیستند، به علاوه همچنان تحریم‌ها علیه ایران ادامه دارد و با توجه هدف اصلی این قراردادها بازگرداندن شرکت‌های بزرگ نفت و گازی خارجی به کشور و استفاده از سرمایه‌ها و تکنولوژی آنها است، به نظر می‌رسد باز هم رونمایی از این قراردادها به تعویق بیفتد.,0,40,79,84
تدوین,به گزارش ایسنا، اگر چه نسل اول قراردادهای بیع متقابل در صنعت نفت که پس از دوران جنگ تدوین شد، باعث سرمایه‌گذاری چشمگیر در این حوزه شد، اما اصلاح این قرارداد و افزودن بندهایی به آن در قالب قراردادهای نسل دوم و سوم آن طور که باید و انتظار می‌رفت از سوی سرمایه‌گذاران و به ویژه شرکت‌های خارجی مورد استقبال قرار نگرفت.,1,60,84,88
اهالی,به گزارش ایسنا، محمد مهدی تندگویان نایب‌رئیس کمیسیون معماری و شهرسازی با بیان اینکه ما کارگردان‌های ارزشمند دیگری نیز همچون کیارستمی داشته‌ایم که لازم است در صورت نامگذاری می‌دانی به نام سلحشور نام این کارگردانان دیگر نیز بر خیابان‌های شهر گذاشته شود گفت: یا این بدعت را نگذارید یا اینکه باید نام دیگر کارگردانان و اهالی هنر نیز بر خیابان‌های شهر گذاشته شود.,0,20,315,319
آشنا,وی با بیان اینکه بهتر است نام خیابان‌ها و میادین قدیمی را تغییر نداده و تغییر نام برای خیابان‌های جدید باشد گفت: مردم با نام قدیم کوچه‌ها و خیابان‌ها آشنا شدند و نباید این رویه تغییر کند.,0,0,150,153
کفایت,وام موجود حتی کفایت لازم برای خرید ارزان‌ترین آپارتمان‌های کلنگی شهر تهران را هم ندارد.,0,20,14,18
عرصه,لیزینگ به صلاح خریداران مسکن نیست رئیس اتحادیه مشاوران املاک تهران، ضمن اعلام مخالفت با طرح لیزینگ مسکن، ورود شرکت‌های لیزینگ به این عرصه را مغایر با قانون نظام صنفی و همچنین به زیان طرف تقاضا در بازار مسکن عنوان کرد.,0,0,133,136
تغذیه,علی‌رضا پاک‌فطرت با بیان اینکه فست‌فودها و توسعه این مراکز، آداب تغذیه اسلامی ایرانی را تحت‌الشعاع قرار داده و از بین برده‌اند، گفت: آداب تغذیه در دین اسلام به صراحت مطرح‌شده و از این نظر مسلمانان با کم‌خوردن و درست خوردن الگو بوده‌اند.,0,40,65,69
سوسیس,این در حالی است که آمار مبتلایان که از گوشت فرآوری شده مانند سوسیس و کالباس مصرف کردند ۴ برابر شده بود.,0,0,61,65
وسایل,سیامک شمس افزود: بخش دوم شامل نظارت بر تجهیزات و وسایل مورد نیاز است.,0,20,49,53
اتمام,به دلیل پیشرفت ۸۰ درصدی خط لوله ۴۰۰ کیلومتری عسلویه به بندر عباس و ساخت آبگیر، شرکت پالایشگاهی ستاره خلیج‌فارس، این دو بخش پروژه را به کنسرسیوم واگذار نمی‌کند و خودش آن را به اتمام می‌رساند.,0,0,175,179
عصر,بازارش داغ است و سرش شلوغ، می‌گوید: مردم از ساعت پنج عصر تا ۱۰ شب دست‌کم ۷۰ بلال از او می‌خرند.,1,80,53,55
تذکر,وی در جلسه‌ای که ۲۵ آبان‌ماه برگزار شد درخواست تذکر کرد و در نطقی درباره آلودگی چند روزه هوای تهران به انتقاد از بی‌تفاوتی‌های مسئولان به موضوع آلودگی هوا پرداخت.,0,0,47,50
گارد,استقبال رسمی با ادای گارد احترام از رئیس‌جمهوری ایران در ۲۸ مارس  ۸ فروردین توسط پوتین انجام گرفت.,1,80,21,24
قاموس,سفر پوتین به ایران فقط برای شرکت در نشست‌های چندجانبه بوده است و در قاموس مناسبات دیپلماتیک به این موضوع توجه می‌شود که این مسئله ایراد پروتکلی و سیاسی دارد و رفتار روسیه را قابل تامل می‌کند.,1,60,68,72
احداث,سلیمانی تصریح کرد: با احداث استخرهای دو منظوره کشاورزی به منظور استفاده بهینه از منابع آب کشاورزی و پرداخت تسهیلات کم‌بهره به تولید کنندگان، مکانیزه کردن مزارع و افزایش مزارع تولید داخلی افزایش چشمگیری خواهد داشت.,0,40,22,26
خوشمزه,برخی مواد غذایی باعث کاهش فشارخون بالا می‌شوند یا  گزارشات سازمان‌های بین‌المللی سرطان مثانه پنجمین سرطان رایج  یکی از ساده‌ترین روش‌های ممکن برای پیش‌گیری  از فشارخون بالا این است که در عادت‌های غذایی  جلوگیری از ابتلا به فشارخون بالا مواد غذایی سرشار از  کد خبر: ۲۹۸۷۳ تاریخ انتشار: ۱۳۹۳  ۰۴  ۲۷ داروی خوشمزه سرطان پروستات و مثانه بر اساس گزارشات سازمان‌های بین‌المللی سرطان مثانه پنجمین  از ساده‌ترین روش‌های ممکن برای پیش‌گیری از  فشارخون بالا این است که در عادت‌های غذایی تغییراتی  از ابتلا به فشارخون بالا مواد غذایی سرشار از پتاسیم  کد خبر: ۲۹۸۲۷ تاریخ انتشار: ۱۳۹۳  ۰۴  ۲۷,1,60,304,309
خلافکار,در این میان یکی از بازیگران حال حاضر هالیوود هم که ازقضا یک خلافکار بوده است هم بنا به شغلش وارد عرصه بازیگری شده است.,0,20,60,66
اوان,برچسب‌ها در نماد اخزا ۸ و قطعیت یافتن معامله عمده ۷ ۰۸  کد خبر: ۱۶۹۲۱۱ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۸ دایی مفهوم ویژه‌ای دارد تشویق دایی مدت‌ها نماد  افتخاری به آنها نکته‌ای را نشان دهد دایی نماد  اعتراض و نماد پیشرفت برای تولید تغییر و پیشرفت نیاز  کد خبر: ۱۶۹۰۹۹ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۷ اوراق از تسهیلات آن استفاده نکند نماد معاملاتی آن متوقف  کد خبر: ۱۶۹۰۷۶ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۷ اسناد خزانه اسلامی مرحله ۸ در نماد اخزا ۸ و  کد خبر: ۱۶۹۰۷۱ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۷ آن سوی تالار شیشه‌ای؛ زد براساس این گزارش امروز معاملات سهام در نماد معاملاتی  نام خود ثبت کردند در مقابل معاملات سهام در نماد  ۲۹ نوبت داد و ستد بود طی معاملات امروز نماد  ناظر بازار سهام بازگشایی و در مقابل نماد معاملاتی شرکت  کد خبر: ۱۶۸۹۱۶ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۵ میلیارد ریال در نماد ذوب توسط سهامداران منجر به صدرنشینی  این نماد در این دو بازار شد نماد اوان در  گرفت همچنین نمادی که بیشترین کاهش قیمتی را تجربه کرد  نماد شرکت سرمایه گذاری تدبیرگران فارس و خوزستان بود در  کد خبر: ۱۶۸۹۱۲ تاریخ انتشار: ۱۳۹۶  ۰۵  ۲۵ بازگشت رشد به بازارهای جهانی کوچکترهای بورس لیدر می‌شوند؟,0,40,836,839
سالیانه,براین اساس اگر هفته‌ای ۱۰ درصد ارزش افزوده تولید کنیم هر سال ۵۲ هفته دارد که سالیانه ۵۲۰ درصد می‌شود.,1,100,77,83
ماهانه,بهای معاملات طلا ماه گذشته بیش از ۲ درصد کاهش داشت که نخستین کاهش ماهانه در سال جاری بود.,1,80,66,71
نقره,طبق آمار کمیسیون معاملات آتی کالای آمریکا که روز جمعه منتشر شد، سرمایه‌گذاران شمار قراردادهای خرید طلا و نقره در بازار معاملات آتی کامکس نیویورک را در هفته منتهی به ۲۷ ژوئن برای سومین هفته متوالی کاهش دادند.,0,0,105,108
اقساط,بنابراین با توجه به اینکه ۴۰۰۰ میلیارد تومان از تسهیلات دریافتی مسکن مهر تحت عنوان اقساط به بانک مسکن بازگردانده شده و ۱۸ ماه نیز از دوره تنفس اعطایی بانک مرکزی به بانک مسکن گذشته است بنابراین نباید نگرانی از بابت بازپرداخت اقساط و یا افزایش نقدینگی و تورم برای بانک مرکزی وجود داشته باشد.,0,20,83,87
تجسم,چیره‌دست در گستره قابل توجهی از تکنیک‌ها و حوزه‌های متفاوت ریاضی، او تجسم ترکیبی کمیاب است از توانایی تکنیکی، بلندپروازی جسورانه، بینش وسیع و کنجکاوی ژرف.,1,80,69,72
اتوبوس,در اسفندماه ۱۳۷۶ اتوبوس حامل دانشجویان ریاضی شرکت‌کننده در بیست و دومین دوره مسابقات ریاضی دانشجویی، که از اهواز راهی تهران بود به دره سقوط کرد و طی آن شش تن از دانشجوی نخبه ریاضی دانشگاه صنعتی شریف جان باختند.,0,40,17,22
مور,پروفسور میرزاخانی دراین باره توضیح می‌دهد: خط‌خطی کردن به من در تمرکز بهتر کمک می‌کند و نمی‌توانید همه افکار را در مور یک مسئله سخت بنویسید اما فرآیند خط‌خطی کردن می‌تواند به متمرکز ماندن کمک کند.,0,20,115,117
خانم,یحیی تابش استاد دانشگاه صنعتی شریف و استاد مدعو دانشگاه استنفورد درباره تز دکترای میرزاخانی می‌گوید: زمینه تز دکترای خانم میرزاخانی، تغییرات روی سطوح ریمانی یعنی بررسی تغییر و تحولات رویه‌های ریمانی است.,1,60,117,120
دفاتر,ماده ۲  برای آن دسته از وزارتخانه‌ها و سازمان‌های مستقل تحت نظر رئیس‌جمهور و مؤسسات دولتی و استانداری‌هایی که متقاضی استفاده از این مصوبه می‌باشند، متناسب با تعداد پست‌های سازمانی معاونت وزیر، ادارات کل و دفاتر ستادی تخصصی و عناوین همسطح، در چارچوب شرایط تخصصی احراز مشاغل و معیارهای پیش‌بینی‌شده در این مصوبه، نسبت به تأمین نیروی انسانی متخصص اقدام می‌گردد.,0,0,205,209
زایمان,برای خانم‌ها شاید مهم باشد که بدانند مرخصی زایمان تا سه فرزند برای مادرانی که فرزند خود را شیر می‌دهند، چهار ماه است.,0,0,43,48
نرم‌افزار,این بانک برای کارشناسان شبکه، امنیت ، سرور و مجازی سازی، پشتیبانی نرم‌افزار بانکی  ، توسعه و پشتیبانی نرم افزارهای ، بانکداری مجازی، کارت بانکی، ترمینال‌های بانکداری الکترونیک، زیرساخت‌های ارتباطی، مرکز داده و مدیر نرم‌افزار به دنبال نیرو است.,0,20,66,74
